Member Number,Current Plan Start Date,Current Plan End Date
M176_027579,20080601,20100930
10543263,20130108,20130507
10543263,20130108,20130507
10543263,20130108,20130507
10770622,20140318,20140717
10679372,20130804,20131203
10679372,20130804,20131203
10823508,20140409,20150508
10659137,20130131,20140227
10934963,20150330,20160429
M178_014477,20060505,20070505
10148590,20101007,20111007
10745684,20130923,20140122
M177_010813,20100208,20100430
10927179,20150303,20150702
10183807,20120306,20130305
10183799,20120306,20130305
10777626,20160110,20170209
10777626,20160110,20170209
10777626,20160110,20170209
10777626,20160110,20170209
10612660,20121002,20121101
10577729,20120723,20120822
10339903,20110307,20120407
M177_007178,20070701,20080630
10658155,20130129,20130528
10184682,20111103,20120303
M176_029233,20090702,20091031
10343757,20130122,20140128
M177_1772066,20060612,20060731
10678592,20130402,20130801
10552930,20120613,20130515
10166672,20100630,20110701
10922035,20150301,20150630
M176_015265,20051003,20091130
10552247,20120529,20130601
10862461,20140819,20141218
10661755,20130206,20130605
10167729,20111011,20120211
10527714,20120404,20130503
M177_007710,20080118,20100228
10930976,20150317,20150716
M175_147393,20100323,20110731
10281688,20130217,20140316
10593116,20120901,20130901
10614285,20121005,20131008
M176_030026,20090909,20100909
M176_028053,20080915,20100731
M176_030763,20100204,20100604
M176_030763,20100204,20100604
M176_030763,20100204,20100604
10637180,20121128,20130327
10541732,20120504,20130515
10520874,20120326,20130401
10158516,20150128,20160201
10345750,20150401,20150401
10662491,20130208,20130607
10476495,20130901,20130901
10221226,20110512,20110912
M174_031072,20101122,20110331
10607829,20121001,20130201
10680995,20130810,20140109
10358814,20130701,20140501
M176_29734,20100630,20110516
M176_29734,20100630,20110516
10907683,20150112,20150911
10598766,20120906,20131005
10598766,20120906,20131005
M176_027244,20080430,20080730
10540858,20121001,20121001
10540861,20141201,20141201
10242224,20110819,20120819
10748592,20130923,20140122
10804077,20140817,20150216
10804077,20140817,20150216
10234920,20140801,20140801
10697443,20130611,20140710
10697443,20130611,20140710
M175_146140,20090714,20100714
10238812,20130801,20130801
M176_030377,20091111,20101111
M176_030377,20091111,20101111
10263737,20110731,20111130
M174_31284,20110110,20110221
M176_009758,20050418,20060518
M176_009758,20050418,20060518
10799276,20140204,20140803
10589658,20120820,20130820
10597789,20120905,20130910
10183756,20111030,20130330
10184057,20110301,20120401
10184593,20111005,20121105
10184693,20111109,20120309
10184693,20111109,20120309
10885187,20141021,20150420
10370940,20130101,20130101
10496421,20120501,20130501
10469347,20120111,20130115
10476426,20120120,20130201
10655065,20130122,20130521
10478915,20120123,20120522
10260546,20101025,20111025
10184012,20110212,20110615
10263858,20110909,20121009
10263859,20110909,20121009
10664420,20130214,20140413
10301581,20160101,20160101
10843842,20150215,20150614
10843842,20150215,20150614
10971860,20150801,20151130
10843843,20141015,20150214
10843843,20141015,20150214
M175_146492,20100402,20101130
10472435,20120115,20120514
10184333,20150910,20160109
10184333,20150910,20160109
10184333,20150910,20160109
10184333,20150910,20160109
10184333,20150910,20160109
10344898,20140101,20140101
10408982,20140401,20140401
M175_144002,20080827,20081227
M175_146513,20090928,20100930
10535726,20120424,20130501
10259901,20110302,20120302
10893185,20141201,20150331
10173481,20110511,20110911
10595451,20121001,20130901
M175_128887,20050413,20050731
10877241,20141001,20141101
10260459,20130116,20130915
10260459,20130116,20130915
10260459,20130116,20130915
M175_143794,20080410,20081031
M175_145133,20090121,20090421
10502914,20120227,20130301
M174_024212,20091031,20110131
M174_024212,20091031,20110131
10619904,20121016,20131115
M174_030408,20100618,20110831
M174_030454,20100624,20110630
10124894,20100413,20110615
M176_018283,20060424,20070930
M176_018283,20060424,20070930
10298606,20120403,20130415
10551762,20120528,20130601
10254227,20120213,20130212
10585116,20120901,20130501
10254225,20140122,20150121
M185_026963,20101015,20110228
10505903,20120601,20130301
10172219,20140611,20141215
10172219,20140611,20141215
10344568,20100827,20110827
10299570,20110730,20111130
10888746,20141031,20150227
10293875,20110221,20110701
10253431,20100630,20110701
M174_028879,20090402,20090502
M174_028879,20090402,20090502
M174_028879,20090402,20090502
M174_028879,20090402,20090502
M174_028879,20090402,20090502
M174_029863,20100118,20110418
10654997,20140224,20140623
10416393,20110131,20120229
10579066,20120725,20130730
10411119,20110724,20111124
M174_028780,20090306,20090930
10220389,20110319,20120619
10707469,20130717,20131116
10608838,20130123,20130128
10553222,20120530,20130601
10566542,20120702,20130702
10368752,20151013,20161212
10368752,20151013,20161212
10876924,20140930,20150129
10793513,20140123,20140722
M176_033451,20110709,20111031
10689516,20130510,20130609
10284521,20120507,20130606
10214835,20110423,20120423
10214835,20110423,20120423
10522581,20130801,20130801
10260150,20111231,20120430
10260150,20111231,20120430
10169426,20110628,20111028
M174_030532,20101026,20110630
M175_147362,20100315,20100715
M175_147362,20100315,20100715
M175_147362,20100315,20100715
M553_058126,20110312,20110412
10752640,20131001,20141031
10752640,20131001,20141031
10670780,20130305,20130704
10878501,20141001,20150131
10951777,20150526,20150925
10759040,20131023,20140222
10414256,20110228,20110701
M175_129602,20050605,20071031
10149397,20111005,20120405
10668338,20140401,20150531
10539386,20120430,20130501
M188_727323,20100621,20100630
10254055,20111013,20121113
M174_030919,20101020,20110228
10476974,20120120,20120216
10416123,20120426,20120925
10173293,20110402,20110802
M175_135006,20060128,20060831
10183427,20100623,20110701
10169179,20120420,20120501
M173_076115,20110215,20110731
10108317,20110118,20120218
10108317,20110118,20120218
10740301,20130901,20140930
10253150,20100618,20110918
10113213,20140101,20150101
10215447,20120501,20120831
M174_020342,20061010,20071231
10488716,20120201,20130201
M174_029220,20090630,20110131
10359192,20110126,20120226
10359785,20120228,20120627
M174_014333,20051001,20110630
10579919,20120727,20121226
M174_025308,20071031,20100228
10523683,20120329,20130328
10416691,20121001,20121001
10459383,20111231,20130101
10416160,20110329,20110929
10166670,20120501,20130601
10484415,20120130,20120529
10861421,20140815,20140914
M173_074835,20100202,20100602
10416116,20131130,20141229
10416116,20131130,20141229
10805697,20140221,20140620
10852291,20140714,20141113
10854125,20141121,20150320
10742004,20130905,20140104
10601417,20120912,20130111
10169128,20110215,20110615
10850894,20150814,20160913
10159279,20100910,20110910
10173164,20120415,20120814
10173164,20120415,20120814
10171810,20110329,20120629
10310394,20110228,20110701
10804520,20140224,20140623
M174_029307,20090723,20110831
M174_020618,20061031,20081031
10344319,20110323,20120623
10868941,20140909,20151008
10868089,20140906,20151005
10513895,20120312,20120408
10248663,20110801,20111201
10927771,20150304,20150703
10600760,20121001,20131001
10509477,20120305,20130315
10513904,20120312,20120408
10246799,20141101,20141101
10248917,20111026,20120226
10235161,20120701,20120701
10451779,20111206,20120405
10579948,20120727,20130730
M174_026093,20080109,20100430
10344164,20101202,20111202
10585045,20130901,20140930
10598237,20120905,20121004
10221531,20140901,20140901
10553451,20120601,20130601
M174_014098,20070514,20090228
10350423,20110216,20110701
M174_028561,20090429,20090728
M174_028561,20090429,20090728
10585775,20120808,20130813
M174_029764,20100101,20100228
10471695,20120114,20120513
10549736,20120601,20120901
10533809,20120501,20130501
10533805,20120501,20130501
10500830,20120301,20130301
10416029,20121030,20131130
10416029,20121030,20131130
10489004,20120201,20120531
10457282,20130129,20140227
10457282,20130129,20140227
10803030,20140213,20140812
10515808,20120315,20120714
M173_075323,20100628,20110731
10168746,20100630,20110701
M173_075339,20100630,20110930
M174_026778,20080225,20090430
10521514,20120326,20120725
M174_030054,20100311,20110331
10731726,20130831,20131001
10216910,20121001,20121001
10158571,20140901,20140901
10169248,20140401,20150401
10910052,20150117,20150219
10805849,20140224,20140623
10248090,20110112,20120212
10169570,20110825,20111225
10169586,20110907,20120107
10168548,20120612,20120615
10169340,20110526,20110926
M173_075598,20100930,20101031
10549916,20120523,20120922
10168110,20120612,20130615
M174_010428,20050429,20060429
M174_015904,20051228,20060630
M174_015904,20051228,20060630
M174_015904,20051228,20060630
M174_015904,20051228,20060630
10864274,20140827,20141226
10237958,20120227,20130301
M174_010423,20050429,20060429
10608292,20120926,20130125
M173_074515,20091106,20110206
10982730,20150907,20160106
10661286,20130206,20130605
10766690,20131105,20140304
10629833,20121106,20130305
10577384,20120721,20130723
10778794,20131217,20140123
10712822,20130802,20131201
M173_069711,20100921,20101221
10402393,20110425,20120525
10860673,20140812,20141211
10860673,20140812,20141211
10860673,20140812,20141211
M172_019965,20080528,20081031
10235939,20120701,20120701
M173_072019,20090503,20110131
M173_072019,20090503,20110131
M173_074694,20091218,20110131
10340244,20140401,20150401
M172_021302,20091216,20100630
M172_020126,20081006,20091130
10558613,20120612,20130615
10656648,20130126,20130525
10524418,20120330,20130401
M553_056603,20100628,20110731
10344973,20120418,20130417
10529395,20130401,20130501
10604850,20130119,20130518
10604850,20130119,20130518
10626865,20121031,20130227
10626865,20121031,20130227
10907370,20150114,20160115
10169761,20111115,20120315
10169757,20111115,20120315
10169757,20111115,20120315
10880992,20141008,20150507
M173_075162,20100430,20100830
10168084,20150722,20160921
10168084,20150722,20160921
10172088,20121125,20131224
10172088,20121125,20131224
10172088,20121125,20131224
M173_072111,20080916,20100430
M173_073620,20100827,20101127
M173_073620,20100827,20101127
10580920,20120730,20130730
10492579,20120208,20130215
10689315,20130510,20140609
10479595,20120125,20120524
10552404,20120601,20130531
10882513,20141013,20150212
10737391,20130825,20131224
10926471,20150301,20150630
10710175,20130727,20131126
M173_070262,20080103,20091130
M173_070262,20080103,20091130
M173_070262,20080103,20091130
M173_070262,20080103,20091130
10602300,20120917,20130917
10602302,20120917,20130917
10769053,20140712,20141111
10769053,20140712,20141111
M172_015442,20060830,20110131
M172_015442,20060830,20110131
M172_015442,20060830,20110131
10261475,20111019,20120219
10609753,20121001,20131001
M172_021170,20091020,20100831
M173_058549,20071005,20081005
M173_058549,20071005,20081005
M173_058549,20071005,20081005
M173_058549,20071005,20081005
10172328,20150203,20160402
10172581,20150608,20160807
10281482,20121229,20140128
10281482,20121229,20140128
10281482,20121229,20140128
M173_063008,20090319,20100619
M173_063008,20090319,20100619
M173_065569,20061121,20071231
10612746,20121002,20130201
10543466,20120508,20130607
10652645,20130121,20130520
10648273,20130107,20130506
10648285,20130107,20130506
M173_065330,20061025,20090131
10544311,20120510,20130515
M172_020106,20110101,20110228
M172_020616,20090304,20090313
M172_020616,20090304,20090313
10169482,20110721,20111121
10169342,20120227,20120626
10514236,20120313,20130315
10463153,20120104,20120503
M132_023474,20101026,20101026
10482770,20120127,20120526
M172_021627,20110214,20110630
M172_021695,20100614,20110731
M172_021732,20100628,20110331
10628236,20121101,20130228
10817662,20140326,20140725
10168423,20130802,20130805
10850944,20140708,20141114
10167965,20150917,20171016
10167965,20150917,20171016
10167965,20150917,20171016
M172_020367,20081120,20100430
10125532,20110131,20110701
10148658,20101026,20111026
M173_066889,20080627,20080927
M173_066889,20080627,20080927
M173_066889,20080627,20080927
10410660,20101028,20111028
M172_21979,20100424,20110131
10215954,20121001,20121001
10865209,20140901,20141231
M173_066135,20070202,20070831
M173_066135,20070202,20070831
10247928,20150201,20150201
10456653,20140301,20140301
10583280,20120802,20130806
10958532,20150618,20151017
10518056,20120701,20130401
10877198,20141001,20150131
10871297,20141001,20151031
10673727,20130715,20131114
10268651,20110617,20111031
10833748,20140513,20140912
M160_081747,20071130,20080831
M160_081747,20071130,20080831
10235056,20140801,20140801
10812272,20140310,20140709
